"","X","Site_Name","Site_ID","Section","Month","Type","Date","Interaction_recorded..Y.N.","SpecimenCaught","UniqueID","EntryOrder","Day","Month.1","Year","Week","SampleDate","Surveyor","HabitatType","Survey","Site","HabitatType.Survey.Site","ITMx","ITMy","WGS84.ETRS89","WGS84.ETRS89.1","PlantSpecies","FlowerVisitorSpecies","Pollinator_caught","VisitorGroup","Genus","Sex","VisitationFrequency","FlowerAbundancePerPlantSpecies","MaxFlowerSize.mm.","FloralArea","Introduced.","Visitation.Rate","FlowerAbundanceTotal","TransectTime.mins.","AreaSampledm2","Rate","Groups.of.flower.visitors.registered..All.species..Only.bees..Bees.and.hoverflies..Bees.and.flies..etc.","InsectActivityRecorded..Feeding.or.Both.Feeding.and.F.lying","Site_Section","Site_Section_Month","gradient","gradienttype","groupfactor"
"2111",2111,"Newbridge.Demesne",12,"Dis.Medium","June","Semi Natural","18.6.18","Y","Y",20181437,2927,18,6,18,8,"18.6.18","Cian White","BC4",2,"ND","BC4ND",721522,749810,NA,NA,"Senecio.greyii","Heliophilus.pendulus","Y","Syrphid","Heliophilus","F",1,35,30,1050,"",0.000952381,NA,4,62,15.5,"","","Newbridge.DemesneDis.Medium","Newbridge.DemesneDis.MediumJune","","Semi Natural ",NA
"2112",2112,"Newbridge.Demesne",12,"Dis.Medium","June","Semi Natural","18.6.18","Y","N",NA,2928,18,6,18,8,"18.6.18","Cian White","BC4",2,"ND","BC4ND",721522,749810,NA,NA,"Trifolium.repens","Bombus.lapidarius","O","Bumble.Bee","Bombus","F",1,120,13,1560,"",0.000641026,NA,4,62,15.5,"","","Newbridge.DemesneDis.Medium","Newbridge.DemesneDis.MediumJune","","Semi Natural ","bees"
"2113",2113,"Castletown",11,"Herbaceous","July","Semi Natural","8.7.18","Y","Y",20181438,2929,8,7,18,11,"8.7.18","Cian White","GS1",3,"Cn","GS1Cn",697948,734369,NA,NA,"Daucus.carota","Bombus.lucorum(agg)","Y","Bumble.Bee","Bombus","F",1,230,70,16100,"",6.21e-05,NA,37,244,6.594594595,"","","CastletownHerbaceous","CastletownHerbaceousJuly","","Semi Natural ","bees"
"2114",2114,"Castletown",11,"Herbaceous","July","Semi Natural","8.7.18","Y","Y",20181439,2930,8,7,18,11,"8.7.18","Cian White","GS1",3,"Cn","GS1Cn",697948,734369,NA,NA,"Centaurea.nigra","Bombus.lapidarius","Y","Bumble.Bee","Bombus","F",6,380,40,15200,"",0.000394737,NA,37,244,6.594594595,"","","CastletownHerbaceous","CastletownHerbaceousJuly","","Semi Natural ","bees"
"2115",2115,"Castletown",11,"Herbaceous","July","Semi Natural","8.7.18","Y","Y",20181440,2931,8,7,18,11,"8.7.18","Cian White","GS1",3,"Cn","GS1Cn",697948,734369,NA,NA,"Centaurea.nigra","Eupeodes.luniger","Y","Syrphid","Eupeodes","M",1,380,40,15200,"",6.58e-05,NA,37,244,6.594594595,"","","CastletownHerbaceous","CastletownHerbaceousJuly","","Semi Natural ",NA
"2116",2116,"Castletown",11,"Herbaceous","July","Semi Natural","8.7.18","Y","Y",20181441,2932,8,7,18,11,"8.7.18","Cian White","GS1",3,"Cn","GS1Cn",697948,734369,NA,NA,"Centaurea.nigra","Scaeva.selenitica","Y","Syrphid","Scaeva","M",1,380,40,15200,"",6.58e-05,NA,37,244,6.594594595,"","","CastletownHerbaceous","CastletownHerbaceousJuly","","Semi Natural ",NA
"2117",2117,"Castletown",11,"Herbaceous","July","Semi Natural","8.7.18","Y","N",NA,2934,8,7,18,11,"8.7.18","Cian White","GS1",3,"Cn","GS1Cn",697948,734369,NA,NA,"Daucus.carota","Tenthredo.sp","O","Symphata","Tenthredo","F",1,230,70,16100,"",6.21e-05,NA,37,244,6.594594595,"","","CastletownHerbaceous","CastletownHerbaceousJuly","","Semi Natural ",NA
"2118",2118,"Castletown",11,"Herbaceous","July","Semi Natural","8.7.18","Y","N",NA,2937,8,7,18,11,"8.7.18","Cian White","GS1",3,"Cn","GS1Cn",697948,734369,NA,NA,"Centaurea.nigra","Six.spotted.Burnet","O","Lepidoptera",NA,"F",1,380,40,15200,"",6.58e-05,NA,37,244,6.594594595,"","","CastletownHerbaceous","CastletownHerbaceousJuly","","Semi Natural ",NA
"2119",2119,"Castletown",11,"Herbaceous","July","Semi Natural","8.7.18","Y","Y",20181442,2938,8,7,18,11,"8.7.18","Cian White","GS1",3,"Cn","GS1Cn",697948,734369,NA,NA,"Centaurea.nigra","Halictus.rubundicus","Y","Solitary.Bee","Halictus","2M",2,380,40,15200,"",0.000131579,NA,37,244,6.594594595,"","","CastletownHerbaceous","CastletownHerbaceousJuly","","Semi Natural ","bees"
"2120",2120,"Castletown",11,"Herbaceous","July","Semi Natural","8.7.18","Y","Y",20181443,2939,8,7,18,11,"8.7.18","Cian White","GS1",3,"Cn","GS1Cn",697948,734369,NA,NA,"Centaurea.nigra","Episyrphus.balteatus","Y","Syrphid","Episyrphus","M",11,380,40,15200,"",0.000723684,NA,37,244,6.594594595,"","","CastletownHerbaceous","CastletownHerbaceousJuly","","Semi Natural ",NA
"2121",2121,"Castletown",11,"Herbaceous","July","Semi Natural","8.7.18","Y","Y",20181444,2940,8,7,18,11,"8.7.18","Cian White","GS1",3,"Cn","GS1Cn",697948,734369,NA,NA,"Centaurea.nigra","Bombus.lucorum(agg)","Y","Bumble.Bee","Bombus","F",1,380,40,15200,"",6.58e-05,NA,37,244,6.594594595,"","","CastletownHerbaceous","CastletownHerbaceousJuly","","Semi Natural ","bees"
"2122",2122,"Castletown",11,"Herbaceous","July","Semi Natural","8.7.18","Y","Y",20181445,2941,8,7,18,11,"8.7.18","Cian White","GS1",3,"Cn","GS1Cn",697948,734369,NA,NA,"Centaurea.nigra","Halictus.tumulorum","Y","Solitary.Bee","Halictus","F",1,380,40,15200,"",6.58e-05,NA,37,244,6.594594595,"","","CastletownHerbaceous","CastletownHerbaceousJuly","","Semi Natural ","bees"
"2123",2123,"Castletown",11,"Herbaceous","July","Semi Natural","8.7.18","Y","Y",20181449,2946,8,7,18,11,"8.7.18","Cian White","GS1",3,"Cn","GS1Cn",697948,734369,NA,NA,"Centaurea.nigra","Platycheirus.albimanus","Y","Syrphid","Platycheirus","F",1,380,40,15200,"",6.58e-05,NA,37,244,6.594594595,"","","CastletownHerbaceous","CastletownHerbaceousJuly","","Semi Natural ",NA
"2124",2124,"Castletown",11,"Herbaceous","July","Semi Natural","8.7.18","Y","Y",20181451,2948,8,7,18,11,"8.7.18","Cian White","GS1",3,"Cn","GS1Cn",697948,734369,NA,NA,"Centaurea.nigra","Eupeodes.luniger","Y","Syrphid","Eupeodes","M",1,380,40,15200,"",6.58e-05,NA,37,244,6.594594595,"","","CastletownHerbaceous","CastletownHerbaceousJuly","","Semi Natural ",NA
"2125",2125,"Castletown",11,"Herbaceous","July","Semi Natural","8.7.18","Y","N",NA,2949,8,7,18,11,"8.7.18","Cian White","GS1",3,"Cn","GS1Cn",697948,734369,NA,NA,"Lotus.corniculatus","Bombus.lapidarius","O","Bumble.Bee","Bombus","F",1,48,16,768,"",0.001302083,NA,37,244,6.594594595,"","","CastletownHerbaceous","CastletownHerbaceousJuly","","Semi Natural ","bees"
"2126",2126,"Castletown",11,"Herbaceous","July","Semi Natural","8.7.18","Y","N",NA,2951,8,7,18,11,"8.7.18","Cian White","GS1",3,"Cn","GS1Cn",697948,734369,NA,NA,"Centaurea.nigra","Bombus.hortorum","O","Bumble.Bee","Bombus","F",1,380,40,15200,"",6.58e-05,NA,37,244,6.594594595,"","","CastletownHerbaceous","CastletownHerbaceousJuly","","Semi Natural ","bees"
"2127",2127,"Castletown",11,"Forest","July","Semi Natural","8.7.18","Y","Y",20181454,2953,8,7,18,11,"8.7.18","Cian White","WD1",3,"Cn","WD1Cn",697948,734369,NA,NA,"Geranium.robertianum","Platycheirus.albimanus","Y","Syrphid","Platycheirus","M",1,100,15,1500,"",0.000666667,NA,16,266,16.625,"","","CastletownForest","CastletownForestJuly","","Semi Natural ",NA
"2128",2128,"Castletown",11,"Forest","July","Semi Natural","8.7.18","Y","N",NA,2954,8,7,18,11,"8.7.18","Cian White","WD1",3,"Cn","WD1Cn",697948,734369,NA,NA,"Symphoricarpos.albus","Platycheirus.albimanus","Y","Syrphid","Platycheirus","M",1,55,4,220,"",0.004545455,NA,16,266,16.625,"","","CastletownForest","CastletownForestJuly","","Semi Natural ",NA
"2129",2129,"Castletown",11,"Forest","July","Semi Natural","8.7.18","Y","Y",20181455,2956,8,7,18,11,"8.7.18","Cian White","WD1",3,"Cn","WD1Cn",697948,734369,NA,NA,"Purple.Flower.Hemp","Bombus.hortorum","Y","Bumble.Bee","Bombus","F",1,800,20,16000,"",6.25e-05,NA,16,266,16.625,"","","CastletownForest","CastletownForestJuly","","Semi Natural ","bees"
"2130",2130,"Castletown",11,"Forest","July","Semi Natural","8.7.18","Y","Y",20181456,2957,8,7,18,11,"8.7.18","Cian White","WD1",3,"Cn","WD1Cn",697948,734369,NA,NA,"Purple.Flower.Hemp","Bombus.pascorum","Y","Bumble.Bee","Bombus","F",3,800,20,16000,"",0.0001875,NA,16,266,16.625,"","","CastletownForest","CastletownForestJuly","","Semi Natural ","bees"
"2131",2131,"Castletown",11,"Forest","July","Semi Natural","8.7.18","Y","Y",20181458,2959,8,7,18,11,"8.7.18","Cian White","WD1",3,"Cn","WD1Cn",697948,734369,NA,NA,"Rubus.fruticosus","Baccha.elongata","Y","Syrphid","Baccha","F",1,170,30,5100,"",0.000196078,NA,16,266,16.625,"","","CastletownForest","CastletownForestJuly","","Semi Natural ",NA
"2132",2132,"Castletown",11,"Forest","July","Semi Natural","8.7.18","Y","N",NA,2960,8,7,18,11,"8.7.18","Cian White","WD1",3,"Cn","WD1Cn",697948,734369,NA,NA,"Rubus.fruticosus","Bombus.hortorum","O","Bumble.Bee","Bombus","F",1,170,30,5100,"",0.000196078,NA,16,266,16.625,"","","CastletownForest","CastletownForestJuly","","Semi Natural ","bees"
"2133",2133,"Castletown",11,"Arable","July","Semi Natural","8.7.18","N",NA,NA,2961,8,7,18,11,"8.7.18","Cian White","BC1",3,"Cn","BC1Cn",697948,734369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,244,24.4,"","","CastletownArable","CastletownArableJuly","","Semi Natural ",NA
"2134",2134,"Castletown",11,"Pasture(56)","July","Semi Natural","8.7.18","Y","N",NA,2962,8,7,18,11,"8.7.18","Cian White","GS2",3,"Cn","GS2Cn",697948,734369,NA,NA,"Senecio.jacobaea","Diptera","O","Diptera",NA,"F",1,96,20,1920,"",0.000520833,NA,3,112,37.33333333,"","","CastletownPasture(56)","CastletownPasture(56)July","","Semi Natural ",NA
"2135",2135,"Castletown",11,"Fast.Transit","July","Semi Natural","8.7.18","Y","N",NA,2963,8,7,18,11,"8.7.18","Cian White","BC4",3,"Cn","BC4Cn",697948,734369,NA,NA,"Rubus.fruticosus","Bombus.lucorum(agg)","O","Bumble.Bee","Bombus","F",1,120,30,3600,"",0.000277778,NA,5,70,14,"","","CastletownFast.Transit","CastletownFast.TransitJuly","","Semi Natural ","bees"
"2136",2136,"Castletown",11,"Fast.Transit","July","Semi Natural","8.7.18","Y","Y",20181459,2964,8,7,18,11,"8.7.18","Cian White","BC4",3,"Cn","BC4Cn",697948,734369,NA,NA,"Rubus.fruticosus","Episyrphus.balteatus","Y","Syrphid","Episyrphus","F",5,120,30,3600,"",0.001388889,NA,5,70,14,"","","CastletownFast.Transit","CastletownFast.TransitJuly","","Semi Natural ",NA
"2137",2137,"Castletown",11,"Fast.Transit","July","Semi Natural","8.7.18","Y","N",NA,2967,8,7,18,11,"8.7.18","Cian White","BC4",3,"Cn","BC4Cn",697948,734369,NA,NA,"Symphoricarpos.albus","Apis.mellifera","O","Honey.Bee","Apis","F",2,120,4,480,"",0.004166667,NA,5,70,14,"","","CastletownFast.Transit","CastletownFast.TransitJuly","","Semi Natural ","bees"
"2138",2138,"Castletown",11,"Fast.Transit","July","Semi Natural","8.7.18","Y","N",NA,2968,8,7,18,11,"8.7.18","Cian White","BC4",3,"Cn","BC4Cn",697948,734369,NA,NA,"Symphoricarpos.albus","Bombus.lucorum(agg)","O","Bumble.Bee","Bombus","F",1,120,4,480,"",0.002083333,NA,5,70,14,"","","CastletownFast.Transit","CastletownFast.TransitJuly","","Semi Natural ","bees"
"2139",2139,"Castletown",11,"Pasture1","July","Semi Natural","8.7.18","Y","N",NA,2969,8,7,18,11,"8.7.18","Cian White","GA1",3,"Cn","GA1Cn",697948,734369,NA,NA,"Senecio.jacobaea","Diptera","O","Diptera",NA,"F",1,255,20,5100,"",0.000196078,NA,9,500,55.55555556,"","","CastletownPasture1","CastletownPasture1July","","Semi Natural ",NA
"2140",2140,"Castletown",11,"Pasture1","July","Semi Natural","8.7.18","Y","Y",20181461,2970,8,7,18,11,"8.7.18","Cian White","GA1",3,"Cn","GA1Cn",697948,734369,NA,NA,"Senecio.jacobaea","Bombus.lapidarius","Y","Bumble.Bee","Bombus","F",1,255,20,5100,"",0.000196078,NA,9,500,55.55555556,"","","CastletownPasture1","CastletownPasture1July","","Semi Natural ","bees"
"2141",2141,"Castletown",11,"Pasture1","July","Semi Natural","8.7.18","Y","N",NA,2971,8,7,18,11,"8.7.18","Cian White","GA1",3,"Cn","GA1Cn",697948,734369,NA,NA,"Senecio.jacobaea","Coleoptera","O","Coleoptera",NA,"F",1,255,20,5100,"",0.000196078,NA,9,500,55.55555556,"","","CastletownPasture1","CastletownPasture1July","","Semi Natural ",NA
"2142",2142,"Castletown",11,"Pasture1","July","Semi Natural","8.7.18","Y","Y",20181462,2972,8,7,18,11,"8.7.18","Cian White","GA1",3,"Cn","GA1Cn",697948,734369,NA,NA,"Trifolium.repens","Bombus.lucorum(agg)","Y","Bumble.Bee","Bombus","F",1,57,13,741,"",0.001349528,NA,9,500,55.55555556,"","","CastletownPasture1","CastletownPasture1July","","Semi Natural ","bees"
"2143",2143,"Castletown",11,"Dis.Medium","July","Semi Natural","8.7.18","Y","N",NA,2973,8,7,18,11,"8.7.18","Cian White","BC4",3,"Cn","BC4Cn",697948,734369,NA,NA,"Ligustrum.vulgare","Apis.mellifera","O","Honey.Bee","Apis","F",1,90,50,4500,"",0.000222222,NA,15,204,13.6,"","","CastletownDis.Medium","CastletownDis.MediumJuly","","Semi Natural ","bees"
"2144",2144,"Castletown",11,"Dis.Medium","July","Semi Natural","8.7.18","Y","N",NA,2974,8,7,18,11,"8.7.18","Cian White","BC4",3,"Cn","BC4Cn",697948,734369,NA,NA,"Ligustrum.vulgare","Bombus.pascorum","O","Bumble.Bee","Bombus","F",1,90,50,4500,"",0.000222222,NA,15,204,13.6,"","","CastletownDis.Medium","CastletownDis.MediumJuly","","Semi Natural ","bees"
"2145",2145,"Castletown",11,"Dis.Medium","July","Semi Natural","8.7.18","Y","N",NA,2975,8,7,18,11,"8.7.18","Cian White","BC4",3,"Cn","BC4Cn",697948,734369,NA,NA,"Ligustrum.vulgare","Bombus.lucorum(agg)","O","Bumble.Bee","Bombus","F",1,90,50,4500,"",0.000222222,NA,15,204,13.6,"","","CastletownDis.Medium","CastletownDis.MediumJuly","","Semi Natural ","bees"
"2146",2146,"Castletown",11,"Dis.Medium","July","Semi Natural","8.7.18","Y","N",NA,2977,8,7,18,11,"8.7.18","Cian White","BC4",3,"Cn","BC4Cn",697948,734369,NA,NA,"Lavandula.angustifolia","Bombus.pascorum","O","Bumble.Bee","Bombus","F",1,80,50,4000,"",0.00025,NA,15,204,13.6,"","","CastletownDis.Medium","CastletownDis.MediumJuly","","Semi Natural ","bees"
"2147",2147,"Castletown",11,"Sports","July","Semi Natural","8.7.18","N",NA,NA,2979,8,7,18,11,"8.7.18","Cian White","GA2",3,"Cn","GA2Cn",697948,734369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,100,33.33333333,"","","CastletownSports","CastletownSportsJuly","","Semi Natural ",NA
"2148",2148,"Castletown",11,"Dis.Dense","July","Semi Natural","8.7.18","Y","N",NA,2980,8,7,18,11,"8.7.18","Cian White","BC4",3,"Cn","BC4Cn",697948,734369,NA,NA,"Ligustrum.vulgare","Bombus.pratorum","O","Bumble.Bee","Bombus","F",1,15,50,750,"",0.001333333,NA,4,160,40,"","","CastletownDis.Dense","CastletownDis.DenseJuly","","Semi Natural ","bees"
"2149",2149,"Castletown",11,"Other.Roads","July","Semi Natural","8.7.18","N",NA,NA,2981,8,7,18,11,"8.7.18","Cian White","GA2",3,"Cn","GA2Cn",697948,734369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,100,50,"","","CastletownOther.Roads","CastletownOther.RoadsJuly","","Semi Natural ",NA
"2150",2150,"Newbridge.Demesne",12,"Herbaceous","July","Semi Natural","9.7.18","Y","Y",20181465,2982,9,7,18,11,"9.7.18","Cian White","GS1",3,"ND","GS1ND",721522,749810,NA,NA,"Filipendula.ulmaria","Syrphus.ribesii","Y","Syrphid","Syrphus","M",1,270,150,40500,"",2.47e-05,NA,39,350,8.974358974,"","","Newbridge.DemesneHerbaceous","Newbridge.DemesneHerbaceousJuly","","Semi Natural ",NA
"2151",2151,"Newbridge.Demesne",12,"Herbaceous","July","Semi Natural","9.7.18","Y","Y",20181636,2983,9,7,18,11,"9.7.18","Cian White","GS1",3,"ND","GS1ND",721522,749810,NA,NA,"Rubus.fruticosus","Apis.mellifera","Y","Honey.Bee","Apis","F",3,150,30,4500,"",0.000666667,NA,39,350,8.974358974,"","","Newbridge.DemesneHerbaceous","Newbridge.DemesneHerbaceousJuly","","Semi Natural ","bees"
"2152",2152,"Newbridge.Demesne",12,"Herbaceous","July","Semi Natural","9.7.18","Y","Y",20181466,2984,9,7,18,11,"9.7.18","Cian White","GS1",3,"ND","GS1ND",721522,749810,NA,NA,"Rubus.fruticosus","Bombus.lucorum(agg)","Y","Bumble.Bee","Bombus","F",18,150,30,4500,"",0.004,NA,39,350,8.974358974,"","","Newbridge.DemesneHerbaceous","Newbridge.DemesneHerbaceousJuly","","Semi Natural ","bees"
"2153",2153,"Newbridge.Demesne",12,"Herbaceous","July","Semi Natural","9.7.18","Y","Y",20181467,2985,9,7,18,11,"9.7.18","Cian White","GS1",3,"ND","GS1ND",721522,749810,NA,NA,"Rubus.fruticosus","Bombus.lapidarius","Y","Bumble.Bee","Bombus","F",5,150,30,4500,"",0.001111111,NA,39,350,8.974358974,"","","Newbridge.DemesneHerbaceous","Newbridge.DemesneHerbaceousJuly","","Semi Natural ","bees"
"2154",2154,"Newbridge.Demesne",12,"Herbaceous","July","Semi Natural","9.7.18","Y","Y",20181469,2987,9,7,18,11,"9.7.18","Cian White","GS1",3,"ND","GS1ND",721522,749810,NA,NA,"Filipendula.ulmaria","Episyrphus.balteatus","Y","Syrphid","Episyrphus","F",2,270,150,40500,"",4.94e-05,NA,39,350,8.974358974,"","","Newbridge.DemesneHerbaceous","Newbridge.DemesneHerbaceousJuly","","Semi Natural ",NA
"2155",2155,"Newbridge.Demesne",12,"Herbaceous","July","Semi Natural","9.7.18","Y","Y",20181470,2988,9,7,18,11,"9.7.18","Cian White","GS1",3,"ND","GS1ND",721522,749810,NA,NA,"Filipendula.ulmaria","Volucella.bombylans","Y","Syrphid","Volucella","F",1,270,150,40500,"",2.47e-05,NA,39,350,8.974358974,"","","Newbridge.DemesneHerbaceous","Newbridge.DemesneHerbaceousJuly","","Semi Natural ",NA
"2156",2156,"Newbridge.Demesne",12,"Herbaceous","July","Semi Natural","9.7.18","Y","Y",20181471,2989,9,7,18,11,"9.7.18","Cian White","GS1",3,"ND","GS1ND",721522,749810,NA,NA,"Filipendula.ulmaria","Bombus.lucorum(agg)","Y","Bumble.Bee","Bombus","F",7,270,150,40500,"",0.00017284,NA,39,350,8.974358974,"","","Newbridge.DemesneHerbaceous","Newbridge.DemesneHerbaceousJuly","","Semi Natural ","bees"
"2157",2157,"Newbridge.Demesne",12,"Herbaceous","July","Semi Natural","9.7.18","Y","Y",20181473,2991,9,7,18,11,"9.7.18","Cian White","GS1",3,"ND","GS1ND",721522,749810,NA,NA,"Filipendula.ulmaria","Apis.mellifera","Y","Honey.Bee","Apis","F",1,270,150,40500,"",2.47e-05,NA,39,350,8.974358974,"","","Newbridge.DemesneHerbaceous","Newbridge.DemesneHerbaceousJuly","","Semi Natural ","bees"
"2158",2158,"Newbridge.Demesne",12,"Herbaceous","July","Semi Natural","9.7.18","Y","Y",20181477,2998,9,7,18,11,"9.7.18","Cian White","GS1",3,"ND","GS1ND",721522,749810,NA,NA,"Filipendula.ulmaria","Platycheirus.albimanus","Y","Syrphid","Platycheirus","F",1,270,150,40500,"",2.47e-05,NA,39,350,8.974358974,"","","Newbridge.DemesneHerbaceous","Newbridge.DemesneHerbaceousJuly","","Semi Natural ",NA
"2159",2159,"Newbridge.Demesne",12,"Herbaceous","July","Semi Natural","9.7.18","Y","N",NA,3000,9,7,18,11,"9.7.18","Cian White","GS1",3,"ND","GS1ND",721522,749810,NA,NA,"Filipendula.ulmaria","Coleoptera","O","Coleoptera",NA,"F",1,270,150,40500,"",2.47e-05,NA,39,350,8.974358974,"","","Newbridge.DemesneHerbaceous","Newbridge.DemesneHerbaceousJuly","","Semi Natural ",NA
"2160",2160,"Newbridge.Demesne",12,"Herbaceous","July","Semi Natural","9.7.18","Y","Y",20181478,3001,9,7,18,11,"9.7.18","Cian White","GS1",3,"ND","GS1ND",721522,749810,NA,NA,"Cirsium.arvense","Bombus.lapidarius","Y","Bumble.Bee","Bombus","F",2,180,25,4500,"",0.000444444,NA,39,350,8.974358974,"","","Newbridge.DemesneHerbaceous","Newbridge.DemesneHerbaceousJuly","","Semi Natural ","bees"
"2161",2161,"Newbridge.Demesne",12,"Herbaceous","July","Semi Natural","9.7.18","Y","N",NA,3003,9,7,18,11,"9.7.18","Cian White","GS1",3,"ND","GS1ND",721522,749810,NA,NA,"Cirsium.arvense","Bombus.lapidarius","O","Bumble.Bee","Bombus","F",1,180,25,4500,"",0.000222222,NA,39,350,8.974358974,"","","Newbridge.DemesneHerbaceous","Newbridge.DemesneHerbaceousJuly","","Semi Natural ","bees"
"2162",2162,"Newbridge.Demesne",12,"Herbaceous","July","Semi Natural","9.7.18","Y","N",NA,3004,9,7,18,11,"9.7.18","Cian White","GS1",3,"ND","GS1ND",721522,749810,NA,NA,"Chamerion.anguistifolium","Bombus.pascorum","O","Bumble.Bee","Bombus","F",1,160,30,4800,"",0.000208333,NA,39,350,8.974358974,"","","Newbridge.DemesneHerbaceous","Newbridge.DemesneHerbaceousJuly","","Semi Natural ","bees"
"2163",2163,"Newbridge.Demesne",12,"Herbaceous","July","Semi Natural","9.7.18","Y","N",NA,3005,9,7,18,11,"9.7.18","Cian White","GS1",3,"ND","GS1ND",721522,749810,NA,NA,"Chamerion.anguistifolium","Diptera","O","Diptera",NA,"F",1,160,30,4800,"",0.000208333,NA,39,350,8.974358974,"","","Newbridge.DemesneHerbaceous","Newbridge.DemesneHerbaceousJuly","","Semi Natural ",NA
"2164",2164,"Newbridge.Demesne",12,"Herbaceous","July","Semi Natural","9.7.18","Y","N",NA,3007,9,7,18,11,"9.7.18","Cian White","GS1",3,"ND","GS1ND",721522,749810,NA,NA,"Chamerion.anguistifolium","Apis.mellifera","O","Honey.Bee","Apis","F",1,160,30,4800,"",0.000208333,NA,39,350,8.974358974,"","","Newbridge.DemesneHerbaceous","Newbridge.DemesneHerbaceousJuly","","Semi Natural ","bees"
"2165",2165,"Newbridge.Demesne",12,"Herbaceous","July","Semi Natural","9.7.18","Y","N",NA,3010,9,7,18,11,"9.7.18","Cian White","GS1",3,"ND","GS1ND",721522,749810,NA,NA,"Rubus.fruticosus","Bombus.pascorum","O","Bumble.Bee","Bombus","F",1,150,30,4500,"",0.000222222,NA,39,350,8.974358974,"","","Newbridge.DemesneHerbaceous","Newbridge.DemesneHerbaceousJuly","","Semi Natural ","bees"
"2166",2166,"Newbridge.Demesne",12,"Herbaceous","July","Semi Natural","9.7.18","Y","Y",20181482,3012,9,7,18,11,"9.7.18","Cian White","GS1",3,"ND","GS1ND",721522,749810,NA,NA,"Epilobium.parviflorum","Bombus.pascorum","Y","Bumble.Bee","Bombus","F",1,87,9,783,"",0.001277139,NA,39,350,8.974358974,"","","Newbridge.DemesneHerbaceous","Newbridge.DemesneHerbaceousJuly","","Semi Natural ","bees"
"2167",2167,"Newbridge.Demesne",12,"Forest","July","Semi Natural","9.7.18","N",NA,NA,3013,9,7,18,11,"9.7.18","Cian White","WD1",3,"ND","WD1ND",721522,749810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,62,20.66666667,"","","Newbridge.DemesneForest","Newbridge.DemesneForestJuly","","Semi Natural ",NA
"2168",2168,"Newbridge.Demesne",12,"Industrial","July","Semi Natural","9.7.18","Y","Y",20181483,3014,9,7,18,11,"9.7.18","Cian White","BC4",3,"ND","BC4ND",721522,749810,NA,NA,"Rubus.fruticosus","Syrphus.ribesii","Y","Syrphid","Syrphus","F",1,480,30,14400,"",6.94e-05,NA,15,124,8.266666667,"","","Newbridge.DemesneIndustrial","Newbridge.DemesneIndustrialJuly","","Semi Natural ",NA
"2169",2169,"Newbridge.Demesne",12,"Industrial","July","Semi Natural","9.7.18","Y","Y",20181484,3015,9,7,18,11,"9.7.18","Cian White","BC4",3,"ND","BC4ND",721522,749810,NA,NA,"Rubus.fruticosus","Bombus.terrestris","Y","Bumble.Bee","Bombus","M",1,480,30,14400,"",6.94e-05,NA,15,124,8.266666667,"","","Newbridge.DemesneIndustrial","Newbridge.DemesneIndustrialJuly","","Semi Natural ","bees"
"2170",2170,"Newbridge.Demesne",12,"Industrial","July","Semi Natural","9.7.18","Y","Y",20181485,3016,9,7,18,11,"9.7.18","Cian White","BC4",3,"ND","BC4ND",721522,749810,NA,NA,"Rubus.fruticosus","Bombus.pratorum","Y","Bumble.Bee","Bombus","M",1,480,30,14400,"",6.94e-05,NA,15,124,8.266666667,"","","Newbridge.DemesneIndustrial","Newbridge.DemesneIndustrialJuly","","Semi Natural ","bees"
"2171",2171,"Newbridge.Demesne",12,"Industrial","July","Semi Natural","9.7.18","Y","Y",20181486,3017,9,7,18,11,"9.7.18","Cian White","BC4",3,"ND","BC4ND",721522,749810,NA,NA,"Rubus.fruticosus","Platycheirus.albimanus","Y","Syrphid","Platycheirus","F",2,480,30,14400,"",0.000138889,NA,15,124,8.266666667,"","","Newbridge.DemesneIndustrial","Newbridge.DemesneIndustrialJuly","","Semi Natural ",NA
